pipeline,error_type,record_id_1,record_id_2,score,pred_match,gold_match,record_1,record_2
llm_assisted,false_positive,r1551,r808,0.4725862068965518,1,0,"{""record_id"": ""r1551"", ""spec_id"": ""source_alpha//21104542"", ""entity_id"": ""75807"", ""source"": ""source_alpha"", ""title"": ""corsair crystal icue 465x rgb white steel, plastic, tempered glass atx mid tower computer case - white | cc-9011189-ww"", ""brand"": """", ""description"": ""direct airflow path expensive storage intelligent control, unlimited possibilities three corsair ll120 rgb fans"", ""price"": ""525.00"", ""priceCurrency"": ""aed""}","{""record_id"": ""r808"", ""spec_id"": ""source_beta//26095201"", ""entity_id"": ""28019"", ""source"": ""source_beta"", ""title"": ""corsair crystal 680x rgb tg white"", ""brand"": """", ""description"": ""boitier gamer format atx"", ""price"": """", ""priceCurrency"": """"}"
llm_assisted,false_positive,r1168,r636,0.5186936936936938,1,0,"{""record_id"": ""r1168"", ""spec_id"": ""source_beta//33807910"", ""entity_id"": ""484840"", ""source"": ""source_beta"", ""title"": ""epson original 18xl t1812 daisy ink cartridge 6.6ml cyan"", ""brand"": ""epson"", ""description"": ""100% genuine epson ink cartridges.supplied brand new, fully boxed and in retail packaging.high capacity 6.6ml cyan cartridge.fully covered by manufacturers warrantycompatible with popular expresion home printers, see below for more info;we have been selling online since the year 2000. buy with confidence."", ""price"": """", ""priceCurrency"": """"}","{""record_id"": ""r636"", ""spec_id"": ""source_alpha//13899039"", ""entity_id"": ""217603"", ""source"": ""source_alpha"", ""title"": ""epson strawberry cartuccia fragole ciano inchiostri claria home 29 - originale - ciano - epson - - e"", ""brand"": ""epson"", ""description"": ""strawberry cartuccia fragole ciano inchiostri claria home 29 - originale - ciano - epson - - expression home xp-455 - expression home xp-452 - expression home xp-445 - expression home... - 1 pezzo(i) - stampa inkjet"", ""price"": ""11.71"", ""priceCurrency"": ""eur""}"
llm_assisted,false_negative,r1075,r1077,0.3826086956521739,0,1,"{""record_id"": ""r1075"", ""spec_id"": ""source_beta//2985206"", ""entity_id"": ""436858"", ""source"": ""source_beta"", ""title"": ""canon 718y yellow toner cartridge"", ""brand"": """", ""description"": ""yellow toner cartridge"", ""price"": ""1419.0"", ""priceCurrency"": ""sek""}","{""record_id"": ""r1077"", ""spec_id"": ""source_alpha//41254422"", ""entity_id"": ""436858"", ""source"": ""source_alpha"", ""title"": ""toner canon718 yellow original2900 k"", ""brand"": """", ""description"": """", ""price"": """", ""priceCurrency"": """"}"
llm_assisted,false_negative,r1410,r1411,0.3835664335664336,0,1,"{""record_id"": ""r1410"", ""spec_id"": ""source_alpha//10457020"", ""entity_id"": ""672125"", ""source"": ""source_alpha"", ""title"": ""ssd 2,5 250gb sata3 mx500 crucial"", ""brand"": """", ""description"": """", ""price"": ""49.55"", ""priceCurrency"": ""eur""}","{""record_id"": ""r1411"", ""spec_id"": ""source_beta//19102781"", ""entity_id"": ""672125"", ""source"": ""source_beta"", ""title"": ""crucial mx500 250gb sata 2.5-inch, sata 6.0gb/s 7mm solid state drive"", ""brand"": ""crucial"", ""description"": ""when the crucial mx100 was released, it set a new standard for ssds that the crucial mx500 pushes even further. leveraging leading specs on all fronts, new dynamic write acceleration technology"", ""price"": ""44.988"", ""priceCurrency"": ""gbp""}"
llm_assisted,false_negative,r420,r421,0.3807269587062333,0,1,"{""record_id"": ""r420"", ""spec_id"": ""source_alpha//12422722"", ""entity_id"": ""160154"", ""source"": ""source_alpha"", ""title"": ""maxxis aggressor tire - 29 x 2.5, folding, tubeless, black, dual, exo, wide trail"", ""brand"": """", ""description"": """", ""price"": ""59.00"", ""priceCurrency"": ""usd""}","{""record_id"": ""r421"", ""spec_id"": ""source_beta//14522877"", ""entity_id"": ""160154"", ""source"": ""source_beta"", ""title"": ""maxxis assegai, tire, 29''x2.50, folding, tubeless ready, 3c maxx grip, double down, wide trail, 120x2tpi, black"", ""brand"": ""maxxis"", ""description"": """", ""price"": ""122.00"", ""priceCurrency"": ""cad""}"
llm_assisted,false_positive,r1513,r1731,0.45578713968957874,1,0,"{""record_id"": ""r1513"", ""spec_id"": ""source_beta//17128193"", ""entity_id"": ""730149"", ""source"": ""source_beta"", ""title"": ""epson wp4000/4500 inkjet cartridge high yield magenta. (eiffel tower) oem: c13t70234010 ep48715"", ""brand"": ""epson"", ""description"": ""epson wp4000/4500 inkjet cartridge high yield magenta. (eiffel tower) oem: c13t70234010 ep48715"", ""price"": ""37.30"", ""priceCurrency"": ""gbp""}","{""record_id"": ""r1731"", ""spec_id"": ""source_alpha//45401422"", ""entity_id"": ""940688"", ""source"": ""source_alpha"", ""title"": ""c13t636400 yellow ink epson 700ml"", ""brand"": ""epson"", ""description"": ""epson stylus pro 79+99 series-700ml - yellow. epson ultrachrome hdr represents our latest generation of pigment ink technology. now utilizing ten colors - including an all-new orange and green – epson ultrachrome hdr ink produces the widest color gamut ever from an epson stylus pro printer. even more remarkable, combining epson ultrachrome hdr ink with our new epson accuphoto™ hdr screening technology dramatically raises the level of print quality and once again sets a new benchmark standard for photographic reproduction. the advanced epson micropiezo tfp print head is capable of producing higher quality prints, at speeds almost twice as fast as our previous generation. and, with our latest ink-repelling coating and auto nozzle verification technologies, clogged nozzles are virtually eliminated."", ""price"": ""271.62"", ""priceCurrency"": ""gbp""}"
llm_assisted,false_positive,r1066,r65,0.4834899892889511,1,0,"{""record_id"": ""r1066"", ""spec_id"": ""source_beta//27385403"", ""entity_id"": ""431550"", ""source"": ""source_beta"", ""title"": ""shimano sm-sh10 spd-sl road cleats (red/zero float)"", ""brand"": ""shimano"", ""description"": ""this is the shimano spd-sl road cycling cleat set. for use with shimano spd-sl compatible pedals and available in 3 versions. red/ sm-sh10 is zero float or \\\""fixed\\\"", yellow/sm-sh11 is 6°float, and blue/sm-sh12 is 2° of float.three-hole spd-sl/look-style cleat mountspecifications:color: black/redcleat bolt pattern: spd-slfloat: 0 this product is expected to arrive on friday, october 9 2020"", ""price"": ""24.99"", ""priceCurrency"": ""usd""}","{""record_id"": ""r65"", ""spec_id"": ""source_gamma//5238163"", ""entity_id"": ""1124550"", ""source"": ""source_gamma"", ""title"": ""shimano shimano cn-hg601-11 chain - 11-speed, 116 links, silver"", ""brand"": ""shimano"", ""description"": ""sil-tec surface treatment smooth and reliable shifting performance with asymmetric plate design for 11-speed"", ""price"": ""28.99"", ""priceCurrency"": ""usd""}"
llm_assisted,false_negative,r1017,r1018,0.2794125735329284,0,1,"{""record_id"": ""r1017"", ""spec_id"": ""source_alpha//4129196"", ""entity_id"": ""3880206"", ""source"": ""source_alpha"", ""title"": ""hdd extern wd my passport, 4tb, 2,5\"" usb 3.0, negru"", ""brand"": """", ""description"": ""hdd extern wd, 4tb, my passport, 2,5\"" usb 3.0, negru"", ""price"": ""628.5714"", ""priceCurrency"": ""ron""}","{""record_id"": ""r1018"", ""spec_id"": ""source_beta//43974669"", ""entity_id"": ""3880206"", ""source"": ""source_beta"", ""title"": ""wd my passport 4tb usb3.0 portable hard drive- black"", ""brand"": """", ""description"": ""specificationscapacity4 tbcolourblackform factor2.5 interfaceusb 3.0 and 2.0raidseriesmy passportwarranty3 yearsweight250g (0.54lb)my passport® /portable storage/ usb 3.0trusted and loved portable storage in a reimagined design.my passport™ is the trusted, portable storage that perfectly complements your on-the-go lifestyle. designed to fit in the palm of your hand, there s plenty of space to store a massive amount of photos, videos, music and documents. perfectly paired with wd backup™ software and password protection, the my passport drive helps keep your files safe.product featuresback up automaticallythe my passport drive comes equipped with wd backup software to help make sure your photos, videos, music and documents don t get lost. you can set it to run automatically to your schedule. just pick the time and frequency to back up important files from your system onto your my passport drive.reimagined designthe sleek, vibrant design of the my passport drive comes in a wide range of bold, beautiful colors so you can pick the one that matches your own unique, personal style.password protection with hardware encryptionthe my passport drive s built-in 256-bit aes hardware encryption with wd security™ software helps keep your content private and safe. just activate password protection and set your own personalized password. you can also add a return-if-found message as the password prompt to help your my passport drive find its way back to you if it ever accidentally gets left behind.easy to usemy passport portable storage is ready to use out of the box so you can start transferring files, saving your memories and backing up. it comes with all the software you need to help protect all your data, including wd backup and wd security software."", ""price"": ""208.00"", ""priceCurrency"": ""aud""}"
llm_assisted,false_negative,r1281,r1282,0.3811740890688259,0,1,"{""record_id"": ""r1281"", ""spec_id"": ""source_alpha//66603804"", ""entity_id"": ""562423"", ""source"": ""source_alpha"", ""title"": ""asus mb prime b460m-k 1200 2ddr4 vga dvi matx"", ""brand"": """", ""description"": """", ""price"": ""120.50"", ""priceCurrency"": ""eur""}","{""record_id"": ""r1282"", ""spec_id"": ""source_beta//73727494"", ""entity_id"": ""562423"", ""source"": ""source_beta"", ""title"": ""asus prime b460m-k micro atx intel b460"", ""brand"": """", ""description"": ""asus prime series is expertly engineered to unleash the full potential of 10th gen intel core processors. boasting a robust power design, comprehensive cooling solutions and intelligent tuning options, prime b460 series motherboards provide daily users and diy pc builders a range of performance tuning options via intuitive software and firmware features."", ""price"": ""9.395e1"", ""priceCurrency"": ""eur""}"
llm_assisted,false_negative,r192,r197,0.3426435076871658,0,1,"{""record_id"": ""r192"", ""spec_id"": ""source_alpha//11257759"", ""entity_id"": ""1290026"", ""source"": ""source_alpha"", ""title"": ""cisco - catalyst 3850 48 port poe ip base en"", ""brand"": """", ""description"": ""cisco catalyst 3850 48 port poe ip base en (ws-c3850-48p-s) - produkt: administrerad - portar: 48 - hastighet: 1gbps"", ""price"": ""134579.00"", ""priceCurrency"": ""sek""}","{""record_id"": ""r197"", ""spec_id"": ""source_gamma//22704036"", ""entity_id"": ""1290026"", ""source"": ""source_gamma"", ""title"": ""cisco catalyst 3850-48p-s - switch - 48 ports - managed - rack-mountable"", ""brand"": """", ""description"": ""the cisco catalyst 3850 series is the enterprise-class stackable access-layer switches that provide full convergence between wired and wireless on a single platform. cisco's unified access data plane (uadp) application-specific integrated circuit (asic) powers the switch and enables uniform wired-wireless policy enforcement, application visibility, flexibility and application optimization. the cisco catalyst 3850 series switches support full ieee 802.3at power over ethernet plus (poe+), modular and field-replaceable network modules, redundant fans and power supplies."", ""price"": ""13005.99"", ""priceCurrency"": ""usd""}"
