record_id_1,record_id_2,title_sim,brand_sim,model_sim,attr_sim,score,pred_match,used_llm,llm_confidence,llm_reason
r1328,r394,0.3404255319148936,0.0,0.0,0.31722020411693475,0.20077451997924234,0,0,,
r1563,r608,0.5283018867924528,0.0,0.0,0.4440744851399679,0.304347021827599,0,0,,
r1281,r1282,0.631578947368421,0.0,0.0,0.6464237516869096,0.3811740890688259,0,0,,
r192,r197,0.6181818181818182,0.0,0.0,0.4297445967023173,0.3426435076871658,0,0,,
r1053,r38,0.6222222222222222,0.0,0.0,0.3949021464646465,0.33923532196969697,0,0,,
r1760,r355,0.5230769230769231,0.0,0.0,0.4521367521367521,0.30320512820512824,0,0,,
r1731,r641,0.3137254901960784,0.0,0.0,0.213215973832246,0.17315886666307218,0,0,,
r1271,r372,0.41379310344827586,0.0,0.0,0.2935637159775091,0.2302414539483505,0,0,,
r1157,r46,0.38036809815950917,0.0,0.0,0.6082708475346512,0.2624062713019768,0,0,,
r1650,r380,0.34188034188034194,0.0,0.0,0.17456617456617463,0.18003108003108007,0,0,,
r22,r810,0.7848101265822786,0.0,0.0,0.6690107829348335,0.4535161744022504,1,0,,
r1441,r623,0.5691056910569106,1.0,0.0,0.5135006253908693,0.5331226547842401,1,0,,
r467,r664,0.3835616438356164,1.0,0.0,0.4083904109589041,0.433861301369863,1,0,,
r1452,r1765,0.8615384615384616,0.0,0.0,0.3824175824175824,0.4450549450549451,1,0,,
r939,r940,0.7017543859649124,0.0,0.0,0.4758771929824562,0.38717105263157897,0,0,,
r320,r43,0.5,0.0,0.0,0.4064465408805031,0.28596698113207547,0,0,,
r1642,r815,0.6851851851851852,0.0,0.0,0.5566809116809117,0.3918354700854701,0,0,,
r1788,r436,0.411764705882353,1.0,0.0,0.609428125878774,0.47670833652887495,1,0,,
r1053,r1658,0.5625,1.0,0.0,0.3668816543816544,0.5081572481572482,1,0,,
r813,r883,0.3428571428571429,0.0,0.0,0.2781300160513644,0.19600521669341897,0,0,,
r1249,r569,0.46956521739130436,0.0,0.0,0.26763285024154587,0.2514492753623188,0,0,,
r1248,r157,0.39455782312925175,0.0,0.0,0.2648526077097506,0.21727891156462587,0,0,,
r278,r882,0.4675324675324676,0.0,0.0,0.316044714778892,0.2577963176064442,0,0,,
r765,r940,0.7017543859649124,0.0,0.0,0.7017543859649124,0.4210526315789474,1,0,,
r1252,r746,0.46551724137931033,0.0,0.0,0.2504105090311987,0.24704433497536946,0,0,,
r145,r1683,0.40384615384615385,1.0,0.0,0.4234215605183347,0.44524400330851943,1,0,,
r1358,r1593,0.8,0.0,0.0,0.37777777777777777,0.4166666666666667,1,0,,
r209,r235,0.36641221374045796,0.0,0.0,0.2421878487567519,0.20121367349671887,0,0,,
r137,r66,0.8101265822784811,0.0,0.0,0.4509723940103687,0.4322028211268718,1,0,,
r207,r515,0.3973509933774835,0.0,0.0,0.3325044929712696,0.228683620965558,0,0,,
r1759,r1760,0.7733333333333333,0.0,0.0,0.389126213592233,0.40636893203883495,1,0,,
r1405,r1493,0.3783783783783784,0.0,0.0,0.30794430794430794,0.21646191646191648,0,0,,
r469,r834,0.3577235772357723,0.2666666666666667,0.0,0.24677742429598207,0.25132555673382817,0,0,,
r1404,r838,0.6569343065693432,0.0,0.0,0.4175015504985449,0.35824567053098616,0,0,,
r207,r238,0.389937106918239,0.0,0.0,0.36398263796616176,0.23006909380813184,0,0,,
r103,r1208,0.5585585585585586,0.0,0.0,0.5935935935935936,0.34039039039039043,0,0,,
r327,r328,0.8813559322033899,0.0,0.0,0.4756034925526451,0.46795069337442224,1,0,,
r1612,r63,0.43636363636363634,0.0,0.0,0.24605759083371026,0.23327227498869288,0,0,,
r1117,r330,0.42384105960264906,0.0,0.0,0.3371677990883289,0.24130364668444143,0,0,,
r112,r147,0.4074074074074074,0.0,0.0,0.20246913580246914,0.2137037037037037,0,0,,
r222,r866,0.410958904109589,0.0,0.0,0.3221714865550482,0.2332572298325723,0,0,,
r1366,r587,0.6022727272727273,1.0,0.0,0.6942332578453575,0.5751577159495309,1,0,,
r1462,r1698,0.8,0.0,0.0,0.65,0.4575,1,0,,
r1027,r1127,0.5569620253164557,0.0,0.0,0.4843633655994043,0.3232874162323157,0,0,,
r1536,r956,0.5116279069767442,0.0,0.0,0.6064400715563506,0.3211985688729875,0,0,,
r1633,r440,0.891566265060241,0.0,0.0,0.7945131878866818,0.5203817974601107,1,0,,
r615,r872,0.4,0.0,0.0,0.29090909090909095,0.22363636363636366,0,0,,
r1183,r278,0.411764705882353,0.0,0.0,0.411764705882353,0.24705882352941178,0,0,,
r299,r720,0.49275362318840576,0.0,0.0,0.3578699075899721,0.2754196165732784,0,0,,
r1272,r827,0.37398373983739835,0.0,0.0,0.18129355400696864,0.19548671602787454,0,0,,
r1226,r399,0.4,0.0,0.0,0.35555555555555546,0.23333333333333334,0,0,,
r1523,r1698,0.5507246376811594,0.0,0.0,0.41821946169772256,0.31055900621118016,0,0,,
r123,r1495,0.48333333333333334,0.0,0.0,0.2911746692797648,0.2611762003919647,0,0,,
r1112,r669,0.5909090909090909,0.0,0.0,0.2445887445887446,0.30259740259740264,0,0,,
r681,r737,0.5,1.0,0.0,0.46590909090909094,0.4948863636363637,0,1,0.0,Different capacities (128GB vs 64GB)
r1279,r831,0.5777777777777778,1.0,0.0,0.6471380471380472,0.557070707070707,1,0,,
r1526,r355,0.4482758620689655,0.0,0.0,0.6827586206896551,0.3041379310344828,0,0,,
r55,r57,0.6024096385542169,0.0,0.0,0.4508032128514056,0.3387048192771085,0,0,,
r1488,r773,0.3421052631578948,0.0,0.0,0.18810916179337236,0.18216374269005853,0,0,,
r245,r999,0.43137254901960786,1.0,0.0,0.4577521730341621,0.46278047301394787,1,0,,
r1128,r581,0.3655913978494624,0.0,0.0,0.285849134039235,0.2073934991381433,0,0,,
r681,r799,0.29629629629629634,1.0,0.0,0.5462962962962963,0.4152777777777778,1,0,,
r192,r218,0.6736842105263159,0.0,0.0,0.6382119682768566,0.39888968997837065,0,0,,
r1399,r1446,0.42,0.0,0.0,0.23917377812257562,0.22487606671838634,0,0,,
r31,r582,0.3950617283950617,0.0,0.0,0.29835390946502055,0.22253086419753088,0,0,,
r1476,r191,0.7083333333333333,0.0,0.0,0.51848795214717,0.3965231928220755,0,0,,
r1346,r538,0.4369747899159664,0.0,0.0,0.32343604108309987,0.24515406162464984,0,0,,
r1534,r1671,0.38888888888888884,0.0,0.0,0.5515700483091788,0.2577355072463768,0,0,,
r1104,r1472,0.4,0.0,0.0,0.3656565656565656,0.23484848484848486,0,0,,
r1163,r724,0.4,0.0,0.0,0.41296592119275827,0.24194488817891374,0,0,,
r1415,r1696,0.42774566473988435,0.0,0.0,0.19386393952867942,0.22156514006224987,0,0,,
r309,r812,0.35593220338983045,0.0,0.0,0.16992611907866143,0.18565840938722292,0,0,,
r1092,r680,0.72,0.0,0.0,0.5893939393939394,0.4124090909090909,1,0,,
r203,r889,0.38636363636363635,0.0,0.0,0.3568722943722944,0.22739448051948052,0,0,,
r1622,r432,0.6,0.0,0.0,0.33859020310633214,0.32078853046594985,0,0,,
r1469,r736,0.3584905660377359,0.0,0.0,0.187919855131725,0.1895087329867399,0,0,,
r796,r797,0.8,0.0,0.0,0.6127017250973845,0.45190525876460774,1,0,,
r378,r664,0.43478260869565216,0.0,0.0,0.5283859176606387,0.27491006156213926,0,0,,
r105,r253,0.66,0.0,0.0,0.3135976267529666,0.344039644012945,0,0,,
r1083,r628,0.48,0.0,0.0,0.26256410256410256,0.2553846153846154,0,0,,
r944,r955,0.5,0.0,0.0,0.16666666666666666,0.25,0,0,,
r1220,r1431,0.5789473684210527,0.0,0.0,0.5789473684210527,0.3473684210526316,0,0,,
r1168,r911,0.35294117647058826,0.0,0.0,0.3228725733469567,0.20725441541380824,0,0,,
r168,r346,0.45283018867924524,0.0,0.0,0.27215551743853633,0.2445969125214408,0,0,,
r120,r1495,0.42038216560509556,0.0,0.0,0.32566432447005694,0.23802162319280154,0,0,,
r1336,r1620,0.8,0.0,0.0,0.4477851605758582,0.42716777408637874,1,0,,
r1102,r1719,0.36363636363636365,0.0,0.0,0.1873073959938367,0.19173247303543914,0,0,,
r1610,r354,0.42857142857142855,0.0,0.0,0.3852813852813852,0.2506493506493506,0,0,,
r870,r871,0.8,0.0,0.0,0.4222222222222222,0.42333333333333334,1,0,,
r712,r713,0.5109489051094891,0.0,0.0,0.5073668559070019,0.3060320356853204,0,0,,
r1289,r1563,0.41509433962264153,0.0,0.0,0.3100819515913856,0.23330474556889652,0,0,,
r628,r861,0.38095238095238093,0.0,0.0,0.37832205201282504,0.22817687923049518,0,0,,
r161,r580,0.27814569536423844,0.2666666666666667,0.0,0.27240618101545255,0.2193598233995585,0,0,,
r280,r618,0.37254901960784315,0.0,0.0,0.34640522875816987,0.2196078431372549,0,0,,
r1201,r315,0.40449438202247195,0.0,0.0,0.2567650174530678,0.22053722452807256,0,0,,
r987,r989,0.6027397260273972,0.0,0.0,0.46620656000557703,0.3411638607131653,0,0,,
r858,r959,0.35555555555555557,0.0,0.0,0.3651651651651652,0.21477477477477477,0,0,,
r1450,r560,0.6060606060606061,0.0,0.0,0.391711229946524,0.3314839572192514,0,0,,
r204,r346,0.2823529411764706,0.0,0.0,0.49411764705882355,0.2011764705882353,0,0,,
r1742,r979,0.3410852713178295,0.96,0.0,0.3928559431524548,0.4044167635658915,1,0,,
r1347,r745,0.46774193548387094,0.0,0.0,0.23378330995792426,0.24555136746143058,0,0,,
r1477,r209,0.44776119402985076,0.0,0.0,0.2603648424543947,0.24054726368159204,0,0,,
r1270,r204,0.3260869565217391,0.0,0.0,0.31504485852311936,0.1939958592132505,0,0,,
r1137,r1382,0.48837209302325585,0.0,0.0,0.16279069767441862,0.24418604651162792,0,0,,
r1422,r1690,0.34883720930232553,0.0,0.0,0.25373129890733004,0.19503643902214599,0,0,,
r630,r76,0.3950617283950617,0.0,0.0,0.5605054740274866,0.2618535988819008,0,0,,
r1456,r794,0.5454545454545454,0.0,0.0,0.25748100138344043,0.2840766956620615,0,0,,
r33,r725,0.4242424242424242,0.0,0.0,0.21664925113200975,0.22340647857889234,0,0,,
r1081,r1082,1.0,0.0,0.0,0.7571623705662041,0.5635743555849306,1,0,,
r49,r567,0.59375,0.0,0.0,0.42991898148148144,0.33167534722222225,0,0,,
r161,r567,0.6842105263157895,0.0,0.0,0.6842105263157895,0.4105263157894737,1,0,,
r530,r531,0.6666666666666665,1.0,0.0,0.8333333333333333,0.6249999999999999,1,0,,
r1210,r1680,0.5555555555555556,1.0,0.0,0.5347222222222222,0.5302083333333334,1,0,,
r1514,r40,0.4107142857142857,1.0,0.0,0.3526785714285714,0.4377232142857143,1,0,,
r1479,r1481,0.8846153846153847,0.0,0.0,0.43148248465149874,0.4627992957746479,1,0,,
r390,r575,0.796116504854369,1.0,0.0,0.8656957928802589,0.6881067961165049,1,0,,
r1191,r1714,0.9411764705882354,0.0,0.0,0.7682709447415329,0.5387700534759359,1,0,,
r486,r491,0.7878787878787878,0.0,0.0,0.7878787878787878,0.4727272727272727,1,0,,
r1277,r135,0.42857142857142855,0.0,0.0,0.49639249639249633,0.2673160173160173,0,0,,
r18,r814,0.45454545454545453,0.0,0.0,0.3651903651903652,0.2593240093240093,0,0,,
r1057,r407,0.3453237410071942,0.0,0.0,0.4430094222494345,0.22184709679065256,0,0,,
r1333,r1347,0.36363636363636365,0.0,0.0,0.207657127419386,0.19478493274927153,0,0,,
r228,r877,0.45098039215686275,1.0,0.0,0.446078431372549,0.4698529411764706,1,0,,
r591,r592,0.7476635514018691,0.0,0.0,0.3325545171339564,0.3863317757009346,0,0,,
r1234,r1638,0.6774193548387097,0.0,0.0,0.4815668202764977,0.37707373271889405,0,0,,
r1119,r1427,0.4216216216216216,0.0,0.0,0.25818759936406993,0.2284578696343402,0,0,,
r226,r440,0.6444444444444444,0.0,0.0,0.3795795795795795,0.3469369369369369,0,0,,
r1221,r1429,0.5757575757575758,0.0,0.0,0.2855040271607614,0.3019165131650233,0,0,,
r1393,r950,0.5970149253731344,0.0,0.0,0.529276693455798,0.3480482204362802,0,0,,
r1184,r246,0.3181818181818181,0.0,0.0,0.28331130092875056,0.18567851332113075,0,0,,
r100,r1235,0.4615384615384615,0.0,0.0,0.3502331002331002,0.2602272727272727,0,0,,
r341,r957,0.6666666666666665,0.0,0.0,0.6666666666666665,0.3999999999999999,0,0,,
r890,r892,0.5915492957746479,0.0,0.0,0.4068857589984351,0.3272300469483568,0,0,,
r1023,r1075,0.3692307692307692,0.0,0.0,0.5230769230769231,0.24461538461538462,0,0,,
r584,r585,0.47916666666666663,0.0,0.0,0.3567835365853658,0.26914253048780484,0,0,,
r1635,r1753,0.7636363636363636,0.0,0.0,0.6691639820853303,0.44401096094916315,1,0,,
r1398,r235,0.5359477124183006,0.0,0.0,0.2447251831381322,0.27788524805895515,0,0,,
r1601,r489,0.45833333333333337,0.0,0.0,0.2638888888888889,0.24583333333333335,0,0,,
r652,r995,0.4516129032258065,0.0,0.0,0.3489172118204376,0.25556338822467856,0,0,,
r1743,r1745,0.6470588235294117,0.0,0.0,0.27058823529411763,0.3317647058823529,0,0,,
r1372,r1727,0.4615384615384615,0.0,0.0,0.3558226166184216,0.2610657001850709,0,0,,
r198,r199,0.4324324324324324,0.0,0.0,0.2552552552552552,0.23288288288288286,0,0,,
r1567,r212,0.8613138686131387,0.0,0.0,0.7605412331107315,0.5016724258425221,1,0,,
r1791,r1792,0.41379310344827586,0.0,0.0,0.28078817733990147,0.22832512315270936,0,0,,
r1542,r1664,0.3962264150943396,0.0,0.0,0.24318658280922426,0.21477987421383646,0,0,,
r1207,r333,0.48,0.0,0.0,0.3482771535580524,0.2682415730337079,0,0,,
r20,r88,0.2641509433962264,0.2,0.0,0.39714122355631787,0.21843910806174957,0,0,,
r1518,r935,0.5783132530120482,0.0,0.0,0.5783132530120482,0.3469879518072289,0,0,,
r1731,r379,0.3829787234042554,0.0,0.0,0.2234184776425077,0.20585319717829106,0,0,,
r1020,r1717,0.45070422535211263,0.0,0.0,0.36267605633802813,0.2572183098591549,0,0,,
r1488,r1790,0.4210526315789474,0.0,0.0,0.25146198830409355,0.22719298245614036,0,0,,
r1010,r724,0.6129032258064516,1.0,0.0,0.5865591397849461,0.5637903225806452,1,0,,
r1475,r634,0.5576923076923077,0.0,0.0,0.4508547008547008,0.31858974358974357,0,0,,
r1239,r1241,0.7,0.0,0.0,0.3625,0.369375,0,0,,
r1001,r1393,0.34343434343434337,0.0,0.0,0.40248640248640244,0.21491841491841487,0,0,,
r1661,r663,0.3185840707964601,0.0,0.0,0.3185840707964601,0.19115044247787608,0,0,,
r34,r357,0.21582733812949642,0.36363636363636365,0.0,0.23446845892889062,0.20501984372487975,0,0,,
r1072,r1346,0.4444444444444444,0.0,0.0,0.2962962962962963,0.2444444444444444,0,0,,
r1196,r445,0.4242424242424242,0.0,0.0,0.4242424242424242,0.2545454545454545,0,0,,
r1392,r496,0.49275362318840576,0.0,0.0,0.21187025534851622,0.25351966873706006,0,0,,
r111,r1370,0.4489795918367347,0.0,0.0,0.31463090758818396,0.2492354524647582,0,0,,
r1315,r1593,0.7246376811594203,0.0,0.0,0.8526570048309178,0.45398550724637676,1,0,,
