record_id_1,record_id_2,title_sim,brand_sim,model_sim,attr_sim,score,pred_match
r640,r702,0.41666666666666663,0.0,0.0,0.7083333333333333,0.29374999999999996,0
r5,r841,0.48717948717948717,0.0,0.0,0.48717948717948717,0.29230769230769227,0
r1778,r949,0.34343434343434337,0.0,0.0,0.34343434343434337,0.20606060606060603,0
r1551,r808,0.8620689655172414,0.0,0.0,0.8620689655172414,0.5172413793103449,1
r1527,r355,0.44776119402985076,0.0,0.0,0.5572139303482586,0.28507462686567164,0
r1168,r636,0.5,1.0,0.0,0.75,0.5375000000000001,1
r1118,r1722,0.28865979381443296,0.0,0.0,0.28865979381443296,0.17319587628865976,0
r1375,r68,0.42016806722689076,0.0,0.0,0.42016806722689076,0.25210084033613445,0
r1075,r1077,0.6376811594202898,0.0,0.0,0.6376811594202898,0.3826086956521739,0
r1722,r241,0.29545454545454547,0.0,0.0,0.14772727272727273,0.15511363636363637,0
r126,r707,0.3269230769230769,0.0,0.0,0.3269230769230769,0.19615384615384615,0
r179,r6,0.43333333333333335,0.0,0.0,0.43333333333333335,0.26,0
r23,r249,0.625,0.0,0.0,0.625,0.375,0
r1410,r1411,0.7307692307692308,0.0,0.0,0.3653846153846154,0.38365384615384623,0
r403,r405,0.7692307692307692,0.0,0.0,0.7692307692307692,0.4615384615384615,1
r420,r421,0.6735751295336787,0.0,0.0,0.503454231433506,0.3786269430051813,0
r1137,r1310,0.5274725274725275,0.0,0.0,0.5274725274725275,0.31648351648351647,0
r1278,r488,0.44705882352941173,0.0,0.0,0.44705882352941173,0.268235294117647,0
r1330,r393,0.3838383838383838,0.0,0.0,0.35858585858585856,0.2265151515151515,0
r1368,r496,0.6829268292682927,0.0,0.0,0.34146341463414637,0.3585365853658537,0
r1513,r1731,0.375,1.0,0.0,0.7916666666666666,0.48750000000000004,1
r1053,r382,0.33333333333333326,0.0,0.0,0.16666666666666663,0.17499999999999996,0
r1388,r21,0.6818181818181819,0.0,0.0,0.6818181818181819,0.40909090909090917,1
r1543,r1695,0.43956043956043955,0.0,0.0,0.3864468864468864,0.25576923076923075,0
r1066,r65,0.3962264150943396,1.0,0.0,0.6981132075471698,0.48301886792452825,1
r1397,r1687,0.39344262295081966,0.0,0.0,0.39344262295081966,0.23606557377049178,0
r178,r8,0.4819277108433735,0.0,0.0,0.4819277108433735,0.2891566265060241,0
r861,r932,0.33333333333333326,0.0,0.0,0.33333333333333326,0.19999999999999996,0
r110,r996,0.5977011494252874,0.0,0.0,0.5977011494252874,0.35862068965517246,0
r172,r347,0.35294117647058826,0.0,0.0,0.35294117647058826,0.21176470588235297,0
r1761,r61,0.45333333333333337,0.0,0.0,0.22666666666666668,0.23800000000000002,0
r116,r118,0.725,0.0,0.0,0.725,0.435,1
r437,r544,0.5384615384615384,0.0,0.0,0.5384615384615384,0.32307692307692304,0
r1529,r31,0.3561643835616438,0.0,0.0,0.3561643835616438,0.2136986301369863,0
r276,r34,0.2614379084967321,0.0,0.0,0.13071895424836605,0.13725490196078435,0
r247,r831,0.3265306122448979,0.0,0.0,0.3265306122448979,0.1959183673469387,0
r1017,r1018,0.5242718446601942,0.0,0.0,0.2621359223300971,0.2752427184466019,0
r1376,r571,0.4123711340206186,0.0,0.0,0.4123711340206186,0.24742268041237114,0
r147,r1682,0.4271844660194175,0.0,0.0,0.4271844660194175,0.2563106796116505,0
r1658,r703,0.4415584415584416,0.0,0.0,0.4415584415584416,0.26493506493506497,0
r1221,r199,0.375,0.0,0.0,0.1875,0.19687500000000002,0
r1056,r1336,0.5098039215686274,0.0,0.0,0.7549019607843137,0.3426470588235294,0
r1316,r1590,0.5681818181818182,0.0,0.0,0.5681818181818182,0.34090909090909094,0
r261,r5,0.4329896907216495,0.0,0.0,0.4329896907216495,0.2597938144329897,0
r828,r832,0.8292682926829268,0.0,0.0,0.8292682926829268,0.4975609756097561,1
r1485,r1501,0.45283018867924524,0.0,0.0,0.22641509433962262,0.23773584905660375,0
r600,r757,0.6666666666666665,0.0,0.0,0.6666666666666665,0.3999999999999999,0
r1227,r1513,0.31343283582089554,0.0,0.0,0.31343283582089554,0.1880597014925373,0
r287,r444,0.4897959183673469,0.0,0.0,0.4897959183673469,0.29387755102040813,0
r565,r567,0.7804878048780488,0.0,0.0,0.3902439024390244,0.40975609756097564,1
r1766,r871,0.6229508196721312,0.0,0.0,0.6229508196721312,0.3737704918032787,0
r101,r280,0.3278688524590164,0.0,0.0,0.3278688524590164,0.19672131147540986,0
r358,r65,0.44,0.36363636363636365,0.0,0.40181818181818185,0.331,0
r1690,r905,0.5142857142857143,0.0,0.0,0.5142857142857143,0.3085714285714286,0
r1762,r722,0.5,0.0,0.0,0.5,0.3,0
r1400,r1629,0.5,0.0,0.0,0.5,0.3,0
r1321,r1368,0.4210526315789474,0.0,0.0,0.7105263157894737,0.29605263157894735,0
r1242,r1433,0.45,0.0,0.0,0.45,0.27,0
r1642,r795,0.38888888888888884,0.0,0.0,0.36111111111111105,0.22916666666666663,0
r1060,r545,0.46913580246913583,1.0,0.0,0.7345679012345679,0.5212962962962964,1
r116,r802,0.4885496183206107,0.0,0.0,0.4885496183206107,0.2931297709923664,0
r1709,r21,0.4418604651162791,0.0,0.0,0.4418604651162791,0.2651162790697674,0
r1565,r310,0.6470588235294117,0.0,0.0,0.6470588235294117,0.388235294117647,0
r640,r704,0.5116279069767442,0.0,0.0,0.5116279069767442,0.30697674418604654,0
r1375,r392,0.48333333333333334,0.0,0.0,0.48333333333333334,0.29,0
r1043,r1069,0.45,0.0,0.0,0.45,0.27,0
r1368,r1688,0.43037974683544306,0.0,0.0,0.43037974683544306,0.2582278481012658,0
r467,r663,0.5405405405405406,0.0,0.0,0.5405405405405406,0.32432432432432434,0
r309,r326,0.37410071942446044,0.0,0.0,0.37410071942446044,0.22446043165467625,0
r1328,r394,0.3404255319148936,0.0,0.0,0.3404255319148936,0.20425531914893616,0
r1563,r608,0.5283018867924528,0.0,0.0,0.5283018867924528,0.3169811320754717,0
r1281,r1282,0.631578947368421,0.0,0.0,0.8157894736842105,0.40657894736842104,1
r192,r197,0.6181818181818182,0.0,0.0,0.6181818181818182,0.3709090909090909,0
r1053,r38,0.6222222222222222,0.0,0.0,0.6222222222222222,0.37333333333333335,0
r1760,r355,0.5230769230769231,0.0,0.0,0.5230769230769231,0.3138461538461539,0
r1731,r641,0.3137254901960784,0.0,0.0,0.3137254901960784,0.18823529411764706,0
r1271,r372,0.41379310344827586,0.0,0.0,0.41379310344827586,0.2482758620689655,0
r1157,r46,0.38036809815950917,0.0,0.0,0.38036809815950917,0.22822085889570548,0
r1650,r380,0.34188034188034194,0.0,0.0,0.34188034188034194,0.20512820512820518,0
r22,r810,0.7848101265822786,0.0,0.0,0.8924050632911393,0.48702531645569624,1
r1441,r623,0.5691056910569106,1.0,0.0,0.7845528455284553,0.573780487804878,1
r467,r664,0.3835616438356164,1.0,0.0,0.6917808219178082,0.47636986301369866,1
r1452,r1765,0.8615384615384616,0.0,0.0,0.4307692307692308,0.45230769230769236,1
r939,r940,0.7017543859649124,0.0,0.0,0.7017543859649124,0.4210526315789474,1
r320,r43,0.5,0.0,0.0,0.5,0.3,0
r1642,r815,0.6851851851851852,0.0,0.0,0.6851851851851852,0.41111111111111115,1
r1788,r436,0.411764705882353,1.0,0.0,0.8039215686274511,0.5058823529411764,1
r1053,r1658,0.5625,1.0,0.0,0.78125,0.5703125,1
r813,r883,0.3428571428571429,0.0,0.0,0.3380952380952381,0.20500000000000002,0
r1249,r569,0.46956521739130436,0.0,0.0,0.46956521739130436,0.2817391304347826,0
r1248,r157,0.39455782312925175,0.0,0.0,0.19727891156462588,0.20714285714285716,0
r278,r882,0.4675324675324676,0.0,0.0,0.4675324675324676,0.28051948051948056,0
r765,r940,0.7017543859649124,0.0,0.0,0.7017543859649124,0.4210526315789474,1
r1252,r746,0.46551724137931033,0.0,0.0,0.46551724137931033,0.2793103448275862,0
r145,r1683,0.40384615384615385,1.0,0.0,0.579059829059829,0.4685897435897436,1
r1358,r1593,0.8,0.0,0.0,0.8,0.48000000000000004,1
r209,r235,0.36641221374045796,0.0,0.0,0.36641221374045796,0.21984732824427478,0
r137,r66,0.8101265822784811,0.0,0.0,0.8101265822784811,0.48607594936708864,1
r207,r515,0.3973509933774835,0.0,0.0,0.3973509933774835,0.2384105960264901,0
r1759,r1760,0.7733333333333333,0.0,0.0,0.7733333333333333,0.46399999999999997,1
r1405,r1493,0.3783783783783784,0.0,0.0,0.3783783783783784,0.22702702702702704,0
r469,r834,0.3577235772357723,0.2666666666666667,0.0,0.3121951219512195,0.2611382113821138,0
r1404,r838,0.6569343065693432,0.0,0.0,0.4951338199513382,0.3698905109489051,0
r207,r238,0.389937106918239,0.0,0.0,0.389937106918239,0.2339622641509434,0
r103,r1208,0.5585585585585586,0.0,0.0,0.5585585585585586,0.33513513513513515,0
r327,r328,0.8813559322033899,0.0,0.0,0.44067796610169496,0.46271186440677975,1
r1612,r63,0.43636363636363634,0.0,0.0,0.21818181818181817,0.22909090909090907,0
r1117,r330,0.42384105960264906,0.0,0.0,0.42384105960264906,0.25430463576158946,0
r112,r147,0.4074074074074074,0.0,0.0,0.2037037037037037,0.21388888888888888,0
r222,r866,0.410958904109589,0.0,0.0,0.410958904109589,0.2465753424657534,0
r1366,r587,0.6022727272727273,1.0,0.0,0.8011363636363636,0.5911931818181818,1
r1462,r1698,0.8,0.0,0.0,0.8,0.48000000000000004,1
r1027,r1127,0.5569620253164557,0.0,0.0,0.5569620253164557,0.3341772151898734,0
r1536,r956,0.5116279069767442,0.0,0.0,0.5116279069767442,0.30697674418604654,0
r1633,r440,0.891566265060241,0.0,0.0,0.891566265060241,0.5349397590361445,1
r615,r872,0.4,0.0,0.0,0.4,0.24000000000000002,0
r1183,r278,0.411764705882353,0.0,0.0,0.411764705882353,0.24705882352941178,0
r299,r720,0.49275362318840576,0.0,0.0,0.49275362318840576,0.29565217391304344,0
r1272,r827,0.37398373983739835,0.0,0.0,0.37398373983739835,0.224390243902439,0
r1226,r399,0.4,0.0,0.0,0.4,0.24000000000000002,0
r1523,r1698,0.5507246376811594,0.0,0.0,0.5507246376811594,0.33043478260869563,0
r123,r1495,0.48333333333333334,0.0,0.0,0.24166666666666667,0.25375,0
r1112,r669,0.5909090909090909,0.0,0.0,0.5909090909090909,0.35454545454545455,0
r681,r737,0.5,1.0,0.0,0.75,0.5375000000000001,1
r1279,r831,0.5777777777777778,1.0,0.0,0.788888888888889,0.5783333333333334,1
r1526,r355,0.4482758620689655,0.0,0.0,0.4482758620689655,0.2689655172413793,0
r55,r57,0.6024096385542169,0.0,0.0,0.30120481927710846,0.3162650602409639,0
r1488,r773,0.3421052631578948,0.0,0.0,0.3421052631578948,0.20526315789473687,0
r245,r999,0.43137254901960786,1.0,0.0,0.7156862745098039,0.5014705882352941,1
r1128,r581,0.3655913978494624,0.0,0.0,0.3655913978494624,0.21935483870967742,0
r681,r799,0.29629629629629634,1.0,0.0,0.6543209876543209,0.4314814814814815,1
r192,r218,0.6736842105263159,0.0,0.0,0.6736842105263159,0.4042105263157896,1
r1399,r1446,0.42,0.0,0.0,0.21,0.2205,0
r31,r582,0.3950617283950617,0.0,0.0,0.19753086419753085,0.2074074074074074,0
r1476,r191,0.7083333333333333,0.0,0.0,0.7083333333333333,0.42499999999999993,1
r1346,r538,0.4369747899159664,0.0,0.0,0.4369747899159664,0.26218487394957984,0
r1534,r1671,0.38888888888888884,0.0,0.0,0.6944444444444444,0.2791666666666667,0
r1104,r1472,0.4,0.0,0.0,0.4,0.24000000000000002,0
r1163,r724,0.4,0.0,0.0,0.4,0.24000000000000002,0
r1415,r1696,0.42774566473988435,0.0,0.0,0.42774566473988435,0.2566473988439306,0
r309,r812,0.35593220338983045,0.0,0.0,0.35593220338983045,0.21355932203389827,0
r1092,r680,0.72,0.0,0.0,0.72,0.432,1
r203,r889,0.38636363636363635,0.0,0.0,0.38636363636363635,0.2318181818181818,0
r1622,r432,0.6,0.0,0.0,0.6,0.36,0
r1469,r736,0.3584905660377359,0.0,0.0,0.3584905660377359,0.21509433962264152,0
r796,r797,0.8,0.0,0.0,0.8,0.48000000000000004,1
r378,r664,0.43478260869565216,0.0,0.0,0.717391304347826,0.30326086956521736,0
r105,r253,0.66,0.0,0.0,0.49666666666666665,0.37150000000000005,0
r1083,r628,0.48,0.0,0.0,0.24,0.252,0
r944,r955,0.5,0.0,0.0,0.5,0.3,0
r1220,r1431,0.5789473684210527,0.0,0.0,0.5789473684210527,0.3473684210526316,0
r1168,r911,0.35294117647058826,0.0,0.0,0.35294117647058826,0.21176470588235297,0
r168,r346,0.45283018867924524,0.0,0.0,0.22641509433962262,0.23773584905660375,0
r120,r1495,0.42038216560509556,0.0,0.0,0.21019108280254778,0.22070063694267517,0
r1336,r1620,0.8,0.0,0.0,0.5666666666666667,0.44500000000000006,1
r1102,r1719,0.36363636363636365,0.0,0.0,0.18181818181818182,0.19090909090909092,0
r1610,r354,0.42857142857142855,0.0,0.0,0.42857142857142855,0.2571428571428571,0
r870,r871,0.8,0.0,0.0,0.5666666666666667,0.44500000000000006,1
r712,r713,0.5109489051094891,0.0,0.0,0.5109489051094891,0.30656934306569344,0
r1289,r1563,0.41509433962264153,0.0,0.0,0.41509433962264153,0.2490566037735849,0
r628,r861,0.38095238095238093,0.0,0.0,0.3571428571428571,0.22499999999999998,0
r161,r580,0.27814569536423844,0.2666666666666667,0.0,0.27240618101545255,0.2193598233995585,0
r280,r618,0.37254901960784315,0.0,0.0,0.18627450980392157,0.19558823529411767,0
r1201,r315,0.40449438202247195,0.0,0.0,0.20224719101123598,0.21235955056179778,0
r987,r989,0.6027397260273972,0.0,0.0,0.6027397260273972,0.3616438356164383,0
r858,r959,0.35555555555555557,0.0,0.0,0.35555555555555557,0.21333333333333335,0
r1450,r560,0.6060606060606061,0.0,0.0,0.6060606060606061,0.36363636363636365,0
r204,r346,0.2823529411764706,0.0,0.0,0.6411764705882352,0.22323529411764706,0
r1742,r979,0.3410852713178295,0.96,0.0,0.6505426356589148,0.4430697674418605,1
r1347,r745,0.46774193548387094,0.0,0.0,0.23387096774193547,0.24556451612903224,0
r1477,r209,0.44776119402985076,0.0,0.0,0.44776119402985076,0.26865671641791045,0
r1270,r204,0.3260869565217391,0.0,0.0,0.32971014492753614,0.19619565217391302,0
r1137,r1382,0.48837209302325585,0.0,0.0,0.48837209302325585,0.2930232558139535,0
r1422,r1690,0.34883720930232553,0.0,0.0,0.3410852713178294,0.2081395348837209,0
r630,r76,0.3950617283950617,0.0,0.0,0.6975308641975309,0.28240740740740744,0
r1456,r794,0.5454545454545454,0.0,0.0,0.5454545454545454,0.32727272727272727,0
r33,r725,0.4242424242424242,0.0,0.0,0.4242424242424242,0.2545454545454545,0
r1081,r1082,1.0,0.0,0.0,1.0,0.6,1
r49,r567,0.59375,0.0,0.0,0.46354166666666663,0.33671875,0
r161,r567,0.6842105263157895,0.0,0.0,0.6842105263157895,0.4105263157894737,1
r530,r531,0.6666666666666665,1.0,0.0,0.8333333333333333,0.6249999999999999,1
r1210,r1680,0.5555555555555556,1.0,0.0,0.6296296296296297,0.5444444444444445,1
r1514,r40,0.4107142857142857,1.0,0.0,0.7053571428571428,0.490625,1
r1479,r1481,0.8846153846153847,0.0,0.0,0.8846153846153847,0.5307692307692308,1
r390,r575,0.796116504854369,1.0,0.0,0.8980582524271845,0.6929611650485438,1
r1191,r1714,0.9411764705882354,0.0,0.0,0.9705882352941178,0.5691176470588236,1
r486,r491,0.7878787878787878,0.0,0.0,0.7878787878787878,0.4727272727272727,1
r1277,r135,0.42857142857142855,0.0,0.0,0.42857142857142855,0.2571428571428571,0
r18,r814,0.45454545454545453,0.0,0.0,0.3939393939393939,0.2636363636363636,0
r1057,r407,0.3453237410071942,0.0,0.0,0.3453237410071942,0.2071942446043165,0
r1333,r1347,0.36363636363636365,0.0,0.0,0.18181818181818182,0.19090909090909092,0
r228,r877,0.45098039215686275,1.0,0.0,0.48366013071895425,0.47549019607843135,1
r591,r592,0.7476635514018691,0.0,0.0,0.37383177570093457,0.3925233644859813,0
r1234,r1638,0.6774193548387097,0.0,0.0,0.6774193548387097,0.40645161290322585,1
r1119,r1427,0.4216216216216216,0.0,0.0,0.4216216216216216,0.25297297297297294,0
r226,r440,0.6444444444444444,0.0,0.0,0.6444444444444444,0.3866666666666666,0
r1221,r1429,0.5757575757575758,0.0,0.0,0.2878787878787879,0.30227272727272725,0
r1393,r950,0.5970149253731344,0.0,0.0,0.5970149253731344,0.35820895522388063,0
r1184,r246,0.3181818181818181,0.0,0.0,0.3181818181818181,0.19090909090909086,0
r100,r1235,0.4615384615384615,0.0,0.0,0.4615384615384615,0.2769230769230769,0
r341,r957,0.6666666666666665,0.0,0.0,0.6666666666666665,0.3999999999999999,0
r890,r892,0.5915492957746479,0.0,0.0,0.5915492957746479,0.3549295774647887,0
r1023,r1075,0.3692307692307692,0.0,0.0,0.6846153846153846,0.26884615384615385,0
r584,r585,0.47916666666666663,0.0,0.0,0.47916666666666663,0.2875,0
r1635,r1753,0.7636363636363636,0.0,0.0,0.8818181818181818,0.4759090909090909,1
r1398,r235,0.5359477124183006,0.0,0.0,0.2679738562091503,0.28137254901960784,0
r1601,r489,0.45833333333333337,0.0,0.0,0.45833333333333337,0.275,0
r652,r995,0.4516129032258065,0.0,0.0,0.4516129032258065,0.2709677419354839,0
r1743,r1745,0.6470588235294117,0.0,0.0,0.6470588235294117,0.388235294117647,0
r1372,r1727,0.4615384615384615,0.0,0.0,0.4615384615384615,0.2769230769230769,0
r198,r199,0.4324324324324324,0.0,0.0,0.38288288288288286,0.252027027027027,0
r1567,r212,0.8613138686131387,0.0,0.0,0.8613138686131387,0.5167883211678832,1
r1791,r1792,0.41379310344827586,0.0,0.0,0.20689655172413793,0.21724137931034485,0
r1542,r1664,0.3962264150943396,0.0,0.0,0.3962264150943396,0.23773584905660375,0
r1207,r333,0.48,0.0,0.0,0.4066666666666666,0.27699999999999997,0
r20,r88,0.2641509433962264,0.2,0.0,0.2320754716981132,0.19367924528301889,0
r1518,r935,0.5783132530120482,0.0,0.0,0.5783132530120482,0.3469879518072289,0
r1731,r379,0.3829787234042554,0.0,0.0,0.1914893617021277,0.20106382978723408,0
r1020,r1717,0.45070422535211263,0.0,0.0,0.39201877934272295,0.26161971830985914,0
r1488,r1790,0.4210526315789474,0.0,0.0,0.4210526315789474,0.25263157894736843,0
r1010,r724,0.6129032258064516,1.0,0.0,0.8064516129032258,0.5967741935483871,1
r1475,r634,0.5576923076923077,0.0,0.0,0.5576923076923077,0.3346153846153846,0
r1239,r1241,0.7,0.0,0.0,0.7,0.42,1
r1001,r1393,0.34343434343434337,0.0,0.0,0.34343434343434337,0.20606060606060603,0
r1661,r663,0.3185840707964601,0.0,0.0,0.3185840707964601,0.19115044247787608,0
r34,r357,0.21582733812949642,0.36363636363636365,0.0,0.19315456725528668,0.19882275997383914,0
r1072,r1346,0.4444444444444444,0.0,0.0,0.4444444444444444,0.26666666666666666,0
r1196,r445,0.4242424242424242,0.0,0.0,0.4242424242424242,0.2545454545454545,0
r1392,r496,0.49275362318840576,0.0,0.0,0.24637681159420288,0.25869565217391305,0
r111,r1370,0.4489795918367347,0.0,0.0,0.4489795918367347,0.2693877551020408,0
r1315,r1593,0.7246376811594203,0.0,0.0,0.8623188405797102,0.45543478260869563,1
r1058,r1099,0.3571428571428571,0.0,0.0,0.3571428571428571,0.21428571428571425,0
r1661,r664,0.3571428571428571,1.0,0.0,0.6785714285714286,0.4625,1
r123,r1630,0.4444444444444444,0.0,0.0,0.2222222222222222,0.2333333333333333,0
r1337,r1488,0.5151515151515151,0.0,0.0,0.5151515151515151,0.3090909090909091,0
r1375,r896,0.42647058823529416,0.0,0.0,0.42647058823529416,0.2558823529411765,0
r590,r907,0.33027522935779813,0.0,0.0,0.33027522935779813,0.19816513761467888,0
r1021,r1716,0.33333333333333326,0.0,0.0,0.16666666666666663,0.17499999999999996,0
r47,r498,0.5208333333333334,1.0,0.0,0.7604166666666667,0.5484375000000001,1
r1669,r273,0.42990654205607476,0.0,0.0,0.21495327102803738,0.22570093457943924,0
r395,r468,0.4,0.0,0.0,0.4,0.24000000000000002,0
r919,r933,0.34920634920634924,0.0,0.0,0.17460317460317462,0.18333333333333335,0
r1158,r35,0.6363636363636364,1.0,0.0,0.8181818181818181,0.6090909090909091,1
r23,r814,0.5070422535211268,0.0,0.0,0.5070422535211268,0.30422535211267604,0
r1405,r1506,0.6942148760330579,0.0,0.0,0.34710743801652894,0.36446280991735536,0
r1005,r610,0.3703703703703704,0.0,0.0,0.3703703703703704,0.22222222222222224,0
r537,r784,0.38095238095238093,0.0,0.0,0.3571428571428571,0.22499999999999998,0
r637,r909,0.4070796460176991,0.0,0.0,0.7035398230088495,0.288716814159292,0
r442,r443,0.7111111111111111,0.0,0.0,0.7111111111111111,0.4266666666666667,1
r1779,r949,0.40816326530612246,0.0,0.0,0.40816326530612246,0.24489795918367346,0
r1168,r431,0.456140350877193,0.0,0.0,0.456140350877193,0.2736842105263158,0
r107,r949,0.3406593406593407,0.0,0.0,0.3406593406593407,0.20439560439560445,0
r1085,r12,0.3364485981308411,0.125,0.0,0.23072429906542055,0.21101051401869156,0
r1218,r935,0.3111111111111111,0.0,0.0,0.3111111111111111,0.18666666666666668,0
r1531,r969,0.5581395348837209,0.0,0.0,0.5581395348837209,0.33488372093023255,0
r1388,r813,0.8041237113402062,0.0,0.0,0.8041237113402062,0.4824742268041238,1
r1280,r276,0.37333333333333335,0.0,0.0,0.37333333333333335,0.224,0
r536,r747,0.7804878048780488,0.0,0.0,0.7804878048780488,0.4682926829268293,1
r1329,r682,0.6391752577319587,0.0,0.0,0.486254295532646,0.3605670103092783,0
r109,r18,0.41904761904761906,0.0,0.0,0.7095238095238096,0.29500000000000004,0
r1399,r207,0.33587786259541985,0.0,0.0,0.33587786259541985,0.20152671755725193,0
r1280,r792,0.3695652173913044,0.0,0.0,0.3695652173913044,0.22173913043478263,0
r613,r813,0.3982683982683983,1.0,0.0,0.7994227994227995,0.49913419913419915,1
r474,r475,0.7391304347826088,0.0,0.0,0.7391304347826088,0.44347826086956527,1
r1368,r242,0.4390243902439025,0.0,0.0,0.4390243902439025,0.2634146341463415,0
r306,r311,0.5208333333333334,0.0,0.0,0.5208333333333334,0.3125,0
