entity_id,title,title__n_values,title__has_conflict,brand,brand__n_values,brand__has_conflict,description,description__n_values,description__has_conflict,price,price__n_values,price__has_conflict,priceCurrency,priceCurrency__n_values,priceCurrency__has_conflict
1313785,intel core i3 8300 3.7ghz 8th gen coffee lake processor/cpu retail,6,1,intel,1,0,"intel core i3 8300, quad core technology, 3.70ghz clock speed, 8mb l3 cache, dual channel ddr4 controller, integrated hd 630 graphics, 3yr warranty.",4,1,246.42,5,1,eur,3,1
1320095,"corsair crystal 460x rgb compact mid-tower case, 3 rgb fans, tempered glass - black | cc-9011101-ww",6,1,corsair,1,0,"description:beautiful two-panel tempered glass displays every component of your build / included sp120 rgb fans for excellent performance and vivid illuminationclean, modern lines with an all steel exterior / compact mid tower design fits full sized atx boards and multiple graphics card configurationsdirect air flow access to the hottest components with no drive cages in the way / capable liquid cooling support for both cpu and gpu loopsfull dust filtration on bottom, front, and top / tons of cable-routing options and tie downs so cables can be easily tucked out of the way. maximum gpu length: 14.5 inches,maximum psu length: 7.87 inches ,maximum cpu cooler height: 6.7 inchesradiator compatibility : 120mm; 240mm; 360mm , compatible corsair liquid coolers : h55, h60, h75, h80i, h90, h100i, h105, h110",6,1,11399.00,6,1,usd,5,1
1322604,tp-link tl-wa860re (300mbps) wifi range extender with ac passthrough,6,1,tp-link,1,0,"tp-link's tl-wa860re is designed to conveniently extend the coverage and improve the signal strength of an existing wireless network to eliminate 'dead zones'. with 300mbps wireless n speeds, range extender button, miniature size and wall mounting design, extending a wireless network has never been easier. in addition, its extra outlet makes power available for other electrical devices. what's more, its ethernet port allows the tl-wa860re to act as a wireless adapter to turn a wired device into a wireless one. the tl-wa860re is designed to conveniently extend the coverage and improve the signal strength of an existing wireless network to eliminate 'dead zones', help users maintain an existing wireless network and vastly improve the network's coverage. with 300mbps wireless 802.11n speeds, it is ideal for smooth hd video, music streaming and online gaming. the device's miniature size and wall-mounted design make it easy to deploy and move flexibly. what's more, the tl-wa860re's profile function remembers previously paired wireless networks, meaning there is no need to reset the device when changing the paired router. with its integrated power socket, the new tl-wa860re provides real convenience for your home network. the integrated power socket allows an additional device or power bar to be connected to the range extender as though it were a normal wall socket. this ensures that even with the tl-wa860re plugged in, no power outlet is going to waste. with no new wires or cables, within range of their existing wireless network, users can easily extend wireless coverage at a push of the wps button on their router followed by the range extender button on the tl-wa860re or vice versa. with 2 fixed external antennas combined with higher quality antenna technology, you can experience excellent wifi coverage and reliability no matter where you connect in your home.",5,1,4300.00,6,1,eur,3,1
133996,asus tuf gaming geforce gtx 1660 super oc 6gb pci-expressx16 graphics card (tuf-3gtx1660s-o6g-gaming) (warranty 3years with local distributor),6,1,asus,1,0,"the nvidia geforce powered tuf 3-gtx1660s-o6g-gaming comes with a 192-bit 6gb gddr6 memory which is is designed to be compatible with any motherboard which supports pci express 3.0 * 16 slot.cleaning your gpu has never been more hassle free with the gtx 1660 super. this gpu is rated ip5x dust resistant.with the gpu tweak ii tool a single click is now enough to tweak your gpu clocks, memory frequency and voltage settings making it personalized gpu for your needs.with 1 year premium xsplit game caster license, your gaming experiences have got no boundaries. you can broadcast, record and even annotate your screen to the world.~section~built tufthe tuf gaming x3 geforce gtx 1660 super ups the ante for cooling, without sacrificing the durability that makes it tuf. each card is built using auto-extreme manufacturing, protected by a rigid backplate that prevents pcb flex, and packs three fans that contain space-grade lubricant and are sealed to ip5x standards. and it's all backed by a rigorous battery of validation tests to ensure compatibility with the latest tuf components space grade lubricantinfused with a durable lubricant often found in aerospace applications, these sleeve bearings deliver a quieter acoustic profile than dual ball bearing designs and match their durability. protective backplatethe pcb is reinforced by a backplate that adds structural rigidity, helping to prevent flex and protect components and trace pathways from damage. ip5x dust resistancedust is enemy number one for fans. it's easy to clean the blades, but taking the fan apart to remove dust that has made its way inside is not a simple task. directcu iiicopper heatpipes make direct contact with the die for improved thermal transfer.gpu tweak iithe asus gpu tweak ii utility takes graphics card tuning to the next level. it allows you to tweak critical parameters including gpu core clocks, memory frequency, and voltage settings, with the option to monitor everything in real-time through a customizable on-screen display. wtfastwe've partnered with wtfast to help you to play free from lag, latency issues, and lost packets. with a 6-month subscription to the wtfast gamers private network, you'll enjoy lower ping for a smoother, more fluid online gaming experience. xsplitxsplit offers a premium streaming experience with in-game annotations and other advanced features. enjoy a free license with the purchase of select asus graphics cards. see you online! quantumcloudquantumcloud is a simple and secure service that lets you effortlessly earn extra money by putting your idle gpu to work. through an easy-to-use app, your computer can help run cloud-based applications, making you money in the process.~section~gpunvidia geforce gtx 1660 supercuda cores1408video memory6gb gddr6memory interface192-bitopengl4.6engine clockoc mode - gpu boost clock : 1860 mhzgaming mode (default) - gpu boost clock : 1830 mhz , gpu base clock : 1530 mhzmemory clock14002 mhzsystem interface1 x native dvi-d output1 x native hdmi 2.0b1 x native displayport 1.4resolution7680x4320hdcp supportyes (2.2)recommended power supply450wpower consumptionnamaximum display support3nvlink/ crossfire supportnopower connectors1 x 8-pinaccessories1 x quick guidesoftwareasus gpu tweak ii & driverdimensions26.4 x 13 x 5.5 centimeterwarranty3 years of warranty from the date of purchasepackage contentstuf gtx 1660 super oc edition graphics card1 x quick guide",4,1,24349.00,4,1,eur,3,1
1340990,tp-link archer c60 ieee 802.11ac ethernet wireless router - 2.40 ghz ism band - 5 ghz unii band(5 x external) - 168.75 mb/s wireless speed - 4 x network port - 1 x broadband port - fast ethernet - vpn supported - desktop,6,1,https://www.leadersystems.com.au/images/nwtl-archerc60.jpg,2,1,tp-link archer c60 ieee 802.11ac ethernet wireless router - 2.40 ghz ism band - 5 ghz unii band(5 x external) - 168.75 mb/s wireless speed - 4 x network port - 1 x broadband port - fast ethernet - vpn supported - desktop,2,1,15.991.67,5,1,mxn,5,1
1342433,western digital black sn750 250gb nvme pci express 3.0 x 4 ssd,6,1,western digital,1,0,"product informationlevel up to nvme ssd performancethe wd black™ sn750 nvme™ ssd delivers top-tier performance for gaming and hardware enthusiasts who are looking to build or upgrade their pc. available in capacities up to 2tb, the wd black sn750 nvme ssd rivals some of the best performing drives on the market to help give gamers that competitive edge.performance matterslive life in the fast lane, whether you're looking to boost your system's overall responsiveness or load games and levels quickly, the wd black drive cuts down on your wait time to get back into action and gets you ahead of the game.space to playat the core of the wd black drive is its revolutionary nand technology. by doubling the storage density from its previous generation, our 64-layer 3d nand pushes the limitations of storage and showcases the amazing feat of nand innovation. this means extended capacity on a single-sided drive that's roughly the size of a gumstick, enough to store your large files and video games.sleek heatsink designevery system is not created equal. from different graphics cards and cpus to dram and storage, pcs all differ in performance and appearance. the wd black ssd's sleek and modern heatsink model1 goes well with desktop pc builds that support the m.2 form factor and is the perfect component to complement systems with rgb lighting and other cooling technologies, such as water cooling.sn750 is available with or without heatsink.wd black ssd dashboardthe wd black ssd dashboard gives you the ability to optimize performance by enabling the gaming mode feature. this disables the low power mode function on the ssd, which keeps your drive firing on all cylinders during intense gaming sessions.show more;",5,1,7418.00,6,1,eur,3,1
1366684,"ram-b-201u-c - ram long double socket arm for 1\"" ball bases - overall length: 6\""",6,1,ram mounts,1,0,"the ram-b-201u-c consists of a long double socket arm that accommodates 1\"" b size ball bases, device holders, and adapters. with an overall length 6\"", this is the longest b size ram® double socket arm size and adds more reach to your favorite mounting soluiton. the easy to adjust knob allows for near-infinite adjustability for your connected device.features- provides an extended reach with an overall length of 6\"" and a socket-to-socket length of 5.31\""- attaches to any b size ram® ball component, including mounting bases and device holders; double ball and socket technology allows for near-infinite adjustability of your ram® mounting system- made of powder-coated, marine-grade aluminum for durability and reliability in the most demanding environments- backed by a lifetime warranty",4,1,2.899e1,5,1,usd,3,1
1369273,sandisk extreme pro 128gb compactflash memory card udma 7 speed up to 160mb/s- sdcfxps-128g-x46,6,1,sandisk,1,0,"this industry-leading memory card is optimized for professional-grade video capture, with a minimum sustained write speed of 65mb/s1 for rich 4k and full hd video. product descriptionthis industry-leading memory card is optimized for professional-grade video capture, with a minimum sustained write speed of 65mb/s1 for rich 4k and full hd video.performance128 gb extreme pro compactflash memory card features enhanced data with up to 160 mb/s read speed and up to 150 mb/s write speed.applicationsstore a variety of digital formats, including raw and jpeg photos, full hd videos, music and more. video performance guarantee enabled, ensuring a smooth flow of data keeping video streams crisp and clean.securitybuilt-in write-protect switch prevents accidental data loss.compatibilitycompatible with compactflash supporting host devices.extreme durabilityit’s built to withstand weather, water, shocks and other less-than-ideal conditions so you can rest assured that it’s good to go wherever your work takes you.product specificationsspecifications:capacity: 128 gbread speed: up to 160 mb/s*write speed: up to 150 mb/s*form factor: compactflashvideo speed: vpg-65warrantywarranty:limited lifetime",6,1,4.9999e2,6,1,gbp,4,1
137125,asus phoenix geforce gtx1660 super oc 6gb pci-expressx16 graphics card (ph-gtx1660s-06g) (warranty 3years with local distributor),6,1,asus,1,0,"the asus phoenix geforce gtx 1660 super is a high definition powerhouse packed into a compact layout. it boasts a large single fan with a wing-blade design that has trickled down from top tier cards. this gives the phoenix a performance boost over the competition, while keeping its size small enough to be compatible with most modern chassis. just like its namesake, the phoenix also boasts a long lifespan with features like ip5x dust resistance, dual ball fan bearings, and auto-extreme technology. if you're looking for a nimble sidekick that will keep pushing pixels for years to come, the phoenix is your beast.wing-blade fan design incorporates drooped tips on each blade to reduce dragip5x dust resistance offers protection from particle ingress for better durabilitydual ball fan bearings can last up to twice as long as sleeve bearing designsauto-extreme technology uses automation to enhance reliabilitygpu tweak ii provides intuitive performance tweaking, thermal controls, and system monitoring2x longer lifespandifferent bearing types have unique pros and cons. ball bearings excel at durability and can last up to twice as long as sleeve-bearing designs.keep it cleandust is enemy number one for fans. it's easy to clean the blades, but taking the fan apart to remove dust that has made its way inside is not a simple task. passing the ip5x certification means the housing is safe from nasty particulates, so you'll never need that deep clean.compact designthe phoenix packs potent rendering power into a compact frame that maximizes compatibility with the chassis.precision automated manufacturingauto-extreme technology is an automated manufacturing process that sets standards in the industry by allowing all soldering to be completed in a single pass. this reduces thermal strain on components and avoids the use of harsh cleaning chemicals, resulting in less environmental impact, lower manufacturing power consumption, and a more reliable product overall.",4,1,6356.60,5,1,zar,5,1
137764,seagate lacie 2tb 2.5 mobile portable usb 3.0 moon silver,6,1,lacie,1,0,seagate lacie 2tb 2.5 mobile portable usb 3.0 moon silver,1,0,"r2 179,99 incl tax",5,1,zar,3,1
1382225,ernie ball 2222 hybrid slinky nickel wound electric guitar 6 string 9-46,6,1,ernie ball,1,0,"ernie ball 2222 hybrid slinky electric guitar strings 9-46 - single - ernie ball - single - hybrid gauge 09-46. ernie ball slinkys the iconic light gauge electric guitar strings widely revered by hundreds of guitar greats including jimi hendrix, eric clapton, keith richards, jimmy page, the edge and john mayer.",4,1,5.49e0,6,1,usd,3,1
1385673,shimano shimano r550 - spd-sl road pedals - black,6,1,shimano,1,0,"the shimano r550 spd-sl road pedals is shimano's replacement for the alloy 105 pedal. this new road pedal offers great valve for money. with a wide composite lightweight body and blinding mechanism makes it a great pedal to learn how to use clipless pedals, while still giving you big platform for maximum power transfer and support. yet you can go light still, with shimano's 'new carbon 105 pedal.born of the pro tour demand for optimal power and endurance, the low-profile pedal technology has expanded to a wide range of cyclists, including competitors at all levels, sport, club and recreational riders. spd-sl is a road pedal platform systematically engineered with shimano footwear to transfer more power from your body to your bike. for pro riders the extra-wide, low-profile cleat distributes energy more evenly over a wider surface and transfers it more efficiently to the bike, under the most extreme pedaling loads. no wasted movement. no loss to flex, voids or mismatched shoe/pedal designs. it’s a core advantage that helps win races. the same energy efficiency that powers pro riders to the podium enhances the experience of other rider categories. increased endurance for longer rides. more comfort and fun! system-engineered. rider-tuned. you choose.key features the seamless pedal and cleat interface for a more efficient power transfer under the extreme pedaling loads encountered in race competitions spd-sl is the road specific refinement of the system. this pedal platform was designed specifically for the needs of world-class road racers extra-wide platform for maximum efficient transfer of powershimano spd-sl pedals user manualbicycle pedals buying guide",5,1,£69.99,6,1,gbp,4,1
139209,garmin fenix 5 multisport gps watch 47mm case slate grey band,6,1,garmin,1,0,"get more from your workout with less on your wristpremium smaller-sized (42 mm) multisport gps watch with elevate™ wrist heart rate technology¹preloaded activity profiles for all of your sports and adventuresput key stats at your fingertips with the performance widget that shows the effects and progress of your workoutsconnected features² include smart notifications, automatic uploads to garmin connect™ online fitness community and personalization through free watch faces and apps from our connect iq™ storeoutdoor sensors, including gps and glonass satellite reception and 3-axis compass with gyroscope and barometric altimeterbattery life: up to 9 days in smartwatch mode (depending on settings), up to 14 hours in gps mode or up to 35 hours in ultratrac™ battery saver modefor serious athletes and adventurers who want to do more, not wear more – fēnix 5s is the perfect fit. it’s our premium multisport watch that offers full-size performance in a lighter, sleeker, more compact design. so you can beat yesterday with advanced features such as wrist-based heart rate¹, built-in activity profiles, navigation functions, and performance metrics that measure the effectiveness of your workout. it’s one smart sport watch you can comfortably wear anywhere – office or outback – to keep pace with your active lifestyle.striking design, strong performanceathletes and adventurers come in all sizes. that’s why the fēnix 5 series offers multiple models that vary in size to fit every wrist and every workout. each version offers a variety of stainless steel finishes, quickfit™ watch band combinations and premium feature sets to give you the look, performance and lightweight comfort to match both your aesthetic and athletic interests.dual navigation networksevery fēnix 5 series watch features advanced gps and glonass satellite reception to track in more challenging environments than gps alone. you can count on long battery life in each mode of operation (varies by model, depending on settings). and for go-anywhere confidence, all fēnix 5 versions are water-rated to 100 meters.outstanding readability on the runa bright, high-resolution, full-color garmin chroma display™ with led backlighting assures great readability in all ambient conditions. transflective technology that reflects and transmits light at the same time enables the watch face to become even more readable under intense sunlight.sapphire editions feature a scratch-resistant sapphire lens and are also wi-fi®-enabled so your watch can connect to your wireless network and automatically send activity uploads for sharing on garmin connect.wrist-based heart rateon your wrist, elevate wrist heart rate technology lets you monitor your heart rate without wearing a chest strap. in addition to counting steps and monitoring sleep, the watch uses heart rate to provide calories burned information and quantify the intensity of your fitness activities.match your style with interchangeable watchbandsa selection of quickfit bands in your choice of premium leather, metal or silicone makes it easy to mix and match styles to go with any sport or activity. no tools are required to make the transformation. just swap, click and go.advanced performance metricsevery fēnix 5s watch is packed with sophisticated training features to help monitor your form and performance³. enhanced readouts for training status and training effect show aerobic and anaerobic benefits of your workout – so you can see how your workouts are paying off and even compare results with your peers.the vo2 max estimator crunches data, including your running speed, beats per minute and heart rate variability, to estimate the maximum volume of oxygen you can consume per minute.and other fitness metrics include recovery advisor with a recovery timer and recovery check, plus a race predictor that estimates your ideal finish time based on your current vo2 max number.advanced running dynamicsnow you can go further with your running data. garmin training features that tap into extended physiological metrics and advanced running dynamics¹ can help improve your form and overall performance. these include:performance condition: after running for 6-20 minutes, fēnix 5s compares your real-time condition to your average fitness levelslactate threshold: through analysis of your pace and heart rate, fēnix 5s estimates the point where your muscles start to rapidly fatiguecadence — number of steps per minutestride length — shows your stride length in real timewant more? by pairing your watch with a compatible heart rate chest strap such as the hrm-run™, you can access these additional fēnix 5s metrics³:vertical oscillation and ratio — the degree of 'bounce' in your running motion and the benefit ratio to stride lengthground contact time and balance — shows how much time, in the running motion, your foot is on the ground rather than in flight and lets you check your running symmetrystress score: fēnix 5s measures your heart rate variability while standing still, for 3 minutes, to provide you with an estimated stress level. the scale of this is 1 to 100; low scores indicate lower stress levelsswim profiles, skiing, paddle sports, golf and morebeyond their running functions, fenix 5 watches also offer special feature sets to help with swim training, skiing, golfing and paddle sports, including stand-up paddle boarding and rowing.for swimmers, the device tracks your distance, pace, stroke count and more. ski/board mode puts speed, distance, vertical drop and an automatic run counter (with auto pause for the lift line) and more at your fingertips.the feature set for paddle sports includes stroke count, stroke rate and even distance per stroke. golf mode gives you yardage to the front, back and middle of the green for any single course you’ve downloaded from garmin connect – and also adds enhancements such as stat tracking (fairways hit, etc.), green view, autoshot detection and auto measure.navigate the great outdoors, your wayeach model in the fēnix 5 series provides comprehensive navigation and tracking to guide you on and off the beaten path using gps plus abc (altimeter, barometer and compass) sensor capabilities. the built-in altimeter provides elevation data to accurately monitor ascent and descent, while the barometer can be used to predict weather changes by showing short-term trends in air pressure.the 3-axis electronic compass keeps your bearing, whether you’re moving or not. in addition, there’s an internal gyroscope to help improve position accuracy (and battery life) in ultratrac mode – as well as a thermometer to help you monitor changing weather conditions.so many ways to stay connectedall fēnix 5 series models can support smart notifications when paired with a compatible device. receive emails, texts and alerts right on your watch – whether you're on the trail, on the golf course or simply away from your desk. other connected features include automatic uploads to our garmin connect online fitness community, live tracking and social media sharing through our free garmin connect and garmin connect™ mobile applications.custom apps and watch facesyou can customize your fēnix 5s watch with free downloads from our connect iq store. change your watch face, add data fields or get apps and widgets for information at a glance.",4,1,11405.00,6,1,aud,5,1
1395819,"cisco catalyst 2960-plus | ws-c2960+24tc-l catalyst 2960 plus 24 port 10/100, 2x1g sfp/rj-45, lan base",6,1,cisco,1,0,"cisco catalyst 2960-24tc intelligent ethernet switch is a new family of fixed-configuration standalone devices that provide desktop fast ethernet and gigabit ethernet connectivity, enabling enhanced lan services for entry-level enterprise, mid-market, and branch office networks. the catalyst 2960-24tc offers integrated security, including network admission control (nac), advanced quality of service (qos), and resiliency to deliver intelligent services for the network edge.features 24 networking ports to meet the requirements of the most demanding workgroupssupports cost-efficient twisted pair cables for high-speed data transfer up to 100 metersfeaturing fast ethernet ports to speed up the transfer rate up to 100mb/sec of large files and digital assets across your networkwith leading layer 2 support, experience enhanced convenience, secure business operations, and a borderless network experience",5,1,10619.00,5,1,usd,5,1
140469,"genuine oki 44992402 toner cartridge (2500 page) for oki b401, mb441, mb451 printers",6,1,oki,3,1,"oki toner cartridge (2500 page) in more detailtoner cartridge (2500 page) for oki b401, mb441, mb451 printers. the team at oki have developed the toner cartridge (2500 page) (44992402) to ensure all your prints are to the same high standard, from the first to last. incredibly simple to install and offering a vibrant, high clarity black tone, the cartridge helps you get the most from your laser printer – whether you are printing at home or at the office.guaranteed to work with all b401,mb441,mb451 models, the toner cartridge (2500 page) (44992402) will prove to be a valuable investment time and again for businesses of all sizes. with a yield of 2500 pages, the cartridge can ensure you require fewer replacements, seriously cutting your print overheads in the long term.helping to ensure that you receive the expected convenient and efficient service of a laser printer, this cartridge provides continued service and guaranteed long lasting support. reducing replacement costs and the responsibilities – utilising laser technology rather than an inkjet alternative can help you control the overheads of printing and increase your productivity.in addition to the top efficiency of laser printers and toner cartridges, they can also ensure you receive the highest quality printed output. accurately capturing the nuances and depths of tone, toner technology ensures all your prints will be completed to the highest standard – for professional and personal use.printerland is made up of a team of conscientious, enthusiastic printer specialists – who endeavour to deliver the very best, personalised service. as a completely independent company, we will ensure that we provide impartial advice – ensuring you find the product which best suits your individual needs and budget.",5,1,6.246e1,6,1,gbp,3,1
1409979,jabra evolve 65 cuffia usb bluetooth mono standard,6,1,jabra,1,0,"the jabra evolve 65 uc mono is a professional headset designed mainly to improve conversations. premium noise cancelling microphone eliminates background noise so your voice can be heard more clearly. wireless bluetooth technology gives you up to 30 meters / 100 feet of hands-free connectivity to pc, smartphone and tablet. up to 10 hours battery life eliminates battery concerns. simply tap to connect devices with nfc. dual connectivity enables you to connect your headset to your pc and one other bluetooth device at the same time, so you can take the call on your preferred phone device. busy light signals user availability. the microphone boom arm can be integrated into the headband when not on a call. microphone mute on boom arm. built for style and comfort with leatherette ear cushions. soft pouch included.",3,1,"€ 113,15",5,1,eur,4,1
1412234,"cisco catalyst 2960-x | ws-c2960x-24pd-l catalyst 2960x 24 port 10/100/1000 poe+ 370w, 2 x 10g sfp+, lan base cfp",6,1,cisco,1,0,"ws-c2960x-24pd-l cisco catalyst 2960-x 24 gige poe 370w, 2 x 10g sfp+, lan base.general informationmanufacturercisco systems, incmanufacturer part numberws-c2960x-24pd-lmanufacturer website addresshttp://www.cisco.combrand nameciscoproduct linecatalystproduct series2960-xproduct model2960x-24pd-lproduct namecatalyst 2960x-24pd-l ethernet switchproduct typeethernet switchinterfaces/portstotal number of network ports24number of poe (rj-45) ports24port/expansion slot details2 x 10 gigabit ethernet expansion slotport/expansion slot details24 x gigabit ethernet networkmedia & performancemedia type supportedtwisted pairethernet technology10 gigabit ethernetethernet technologygigabit ethernetnetwork technology10/100/1000base-ti/o expansionsnumber of total expansion slots2expansion slot typesfp+network & communicationlayer supported2management & protocolsmanageableyespower descriptionpoe (rj-45) portyesinput voltage110 v acinput voltage220 v acmiscellaneousgreen compliantyesgreen compliance certificate/authorityrohs",4,1,1364.00,6,1,usd,4,1
1421075,tp-link tl-sf1024 24x port 10/100mbps network switch | discount computer needs,6,1,,0,0,"view and shop for tp-link tl-sf1024 24x port 10/100mbps network switch, network switches, and many more products at discount computer needs.",6,1,1159.5,6,1,eur,5,1
1453810,sony - fe 50mm f1.8 standard lens (sel50f18f),6,1,sony,1,0,"the sony fe 50mm f1.8 lens with e-mount is designed for photographers and videographers looking for a fast, full-frame prime. weighing in at less than 192g, this lightweight, high-performance lens features a new optical design and delivers all the benefits of a wide aperture prime lens: beautiful, crisp imagery with smooth, circular bokeh for the out-of-focus areas. for extended durability, the lens is built with a solid metal mount.key features: sony fe 50mm f1.8 lenscompact, lightweight standard prime for everyday usebright f1.8 maximum aperturehigh image quality from an optical design that includes a precision aspherical elementcircular aperture mechanism brings beautiful bokeh75mm (35mm equivalent) focal length with aps-c sensor7-blade circular aperture for beautiful defocus effectscompatibility: e-mount full frame cameras / e-mount aps-c cameras",4,1,8.4065e2,4,1,usd,4,1
1455368,"western digital ssd, 2tb, blue, sata3, 6 gb/s, 3d nand, 7mm, 2.5\"", solid state drive",6,1,western digital,2,1,"markawesterndarlk59,7 gykseklik100,2 mmgenilik69,8 mmderinlik7 mmenerji tketimi (okuma)3 wenerji tketimi (yazma)3,8 wsertifikalar, uygunluk bildirimlerifcc, ul, tuv, kc, bsmi, vcci, moroccorn rengisiyah, mavi, beyazssd form faktr2.5\""mtbf aral1750000 saatveri aktarm hz6 gbit/sokuma hz, ortam560 mb/syazma hz, ortam530 mb/ssert durum disk srcs arayzleriserial ata iiisert durum disk src, kapasite2048 gbs.m.a.r.t. destekevetrastgele yaz (4kb)84000 iopsrastgele oku (4kb)95000 iops… iin bileenbilgisayar / laptoptbw snf500nvm express (nvme) desteklihayrdepolama scakl aral (celsius)-55 - 85 °calma ss aral0 - 70 °calabilir ok dzeyi1500 galma engelleyici titreim4,9 galabilir titreim5 gdesteklenen windows alma sistemleriwindows 10 education,windows 10 education x64,windows 10 enterprise,windows 10 enterprise x64,windows 10 home,windows 10 home x64,windows 10 pro,windows 10 pro x64,windows 7 enterprise,windows 7 enterprise x64,windows 7 home basic,windows 7 home basic x64,windows 7 home premium,windows 7 home premium x64,windows 7 professional,windows 7 professional x64,windows 7 starter,windows 7 starter x64,windows 7 ultimate,windows 7 ultimate x64,windows 8,windows 8 enterprise,windows 8 enterprise x64,windows 8 pro,windows 8 pro x64,windows 8 x64,windows 8.1,windows 8.1 enterprise,windows 8.1 enterprise x64,windows 8.1 pro,windows 8.1 pro x64,windows 8.1 x64",4,1,2.0025e2,6,1,gbp,5,1
1457721,fujifilm instax square film for fujifilm instax square cameras,6,1,fujifilm,1,0,"the fujifilm instax square film boasts of high-quality professional instant photograph technology in a square format. it is compatible with any instax square camera or printer including instax sq6, sq20 and share sp-3.pack contains 20 sheetsguarantees accurate colour and sharpnessideal for scrapbooks or photo albumslong lasting sheet",4,1,1.699e1,6,1,zar,4,1
149047,sram sram red22 hollowpin chain 11-speed 114 links,6,1,sram,1,0,"the sram red 22 chain features more heavily chamfered outer plates for improved shifting and quieter running. other advancements include a new inner plate finish plus chrome hardened pin construction, both for longer chain life. the hollowpin construction",4,1,99.95,6,1,gbp,4,1
149228,"brother originál ink lc-1280xlm, magenta, 1200str., high capacity, brother mfc-j6910dw lc1280xlm",6,1,brother,1,0,"brother original supplies maintain top quality results & offer great value for money. brother employ precision engineering in the development of ink. these inks are specially designed to give you high quality results from your brother printing technology every time. brother original supplies produce images that are true to life, every time. • reference: lc1280xlm• high capacity inkjet cartridge for brother printers and multi-functional machines.• suitable for: mfc-j6710.• colour: magenta.type: inkjet cartridges, brand: brother, colour: magenta, yield: up to 1 200 pages, for use in: brother mfc-j5910dw, brother mfc-j6510dw, brother mfc-j6710d, brother mfc-j6710dw, brother mfc-j6910dw barcode: 4977766694063spicers code: 348744vow code: ba69406",3,1,246.25,5,1,eur,3,1
1508649,tissot mens t-sport seastar 1000 chronograph black dial stainless steel bracelet watch t120.417.11.051.00,6,1,tissot,1,0,"the tissot seastar 1000 merges style and performance without compromising either. the diving inspiration shapes both the appearance and the functionality of this watch. it maintains its performance to a pressure of 30 bar (300m/1'000ft), combining underwater sports and a preference for a sophisticated swiss timepiece. the diving theme continues through elements such as a unidirectional bezel, a strap with a divers' safety buckle, plus luminescent hands and markings.additional information:collection: t-sportcase material: stainless steelcrystal: sapphiremovement:swiss quartzcase size: 45.5 mmdial: blackanti-clockwise rotating bezel, ceramic bezel ring, screw-down crown and case back, see-through case backwater resistance: 30 bar (300 m) / (100 ft)model:eta g10.212caliber:13 1/4'''strap color: greybuckle type:folding clasp with safety and diver extensionstrap type: stainless steelstrap reference:t6050426012 year international warranty",4,1,525.00,6,1,eur,2,1
1524442,wd red 1tb nas mobilehard disk drive - intellipower sata 6 gb/s 16mb cache 2.5 inch - wd10jfcx,6,1,,0,0,wd red 1tb nas mobilehard disk drive - intellipower sata 6 gb/s 16mb cache 2.5 inch - wd10jfcx,3,1,"118,89 €",6,1,eur,4,1
1550300,epson - premium semi-gloss photo paper - a4 - 20 fogli - c13s041332,6,1,epson,1,0,"epson a4/premium semiglossy photo, 20 sheetsthe genuine epson ink and genuine epson paper are specifically designed for the demanding requirements of the epson printers. after all, only the combination of the three components printer ink or toner (laser printer) and paper ensures the highest quality and reliability.generalnameepson a4/premium semiglossy photo, 20 sheetsskueps041332ean0010343829978mpnc13s041332featurestype finishsatinprint media weight251 g/m²media weight251 g/m²sheets per pack20colour of productwitpaper sizea4other featuresmedia sheets per package20 velmedia size (1 slide)a4dimensions (wxdxh)243 x 230 x 5 mmweight450 gpackaging datapackage weight450 gpackage width243 mmpackage depth230 mmpackage height5 mmdecoratetable('product-attribute-specs-table');event.observe(window, 'load', function() {var table = $('product-attribute-specs-table');var specs = table.select('.spec');function removeactive(){table.select('.title a.active, .title span.active[data-href]').each(function(title,i){title.removeclassname('active');});}function activatemenu(title, table){if(!title.hasclassname('active')) {if (title.hasattribute('href')) {table.select('.' + title.readattribute('href').substr(1)).invoke('show');}if (title.hasattribute('data-href')) {table.select('.' + title.readattribute('data-href').substr(1)).invoke('show');}}title.addclassname('active')}table.select('.title a, .title span[data-href]').each(function(title,i){title.observe('click',function(e){e.preventdefault();specs.invoke('hide');removeactive();activatemenu(title, table);});if (i==0) {activatemenu(title, table);}});});",5,1,23.88,6,1,eur,3,1
1558854,hydro flask standard mouth drink bottle - 621ml black flex cap,6,1,hydro flask,2,1,"keep life moving with our 21 oz bottle and standard flex cap. it stashes easily into a small shoulder bag, your packs side pocket, or your car cup holder, and holds enough ice cold goodness to keep you going for hours without weighing you down. no wonder it's one of our bestselling water bottles.versatile, middle-of-the-road sizetempshield insulation eliminates condensation and keeps beverages cold up to 24 hours and hot up to 12 hoursdurable 18/8 pro-grade stainless steel constructionbpa-free and phthalate-freetechnical specificationsexternal dimensions:4.9 x 7.3 x 23.9 cmweight: 320gmaterial: stainless steelwarranty: limited lifetime** warranty is offered by the brand from the date of purchase and doesn't cover shipping costs. full terms and conditions available on request.",6,1,4.995e1,5,1,aud,4,1
1563974,apple airpod pro wireless bluetooth ipx4 in-ear headphones with wireless charging case - white,6,1,apple,1,0,"airpods pro have been designed to deliver active noise cancellation for immersive sound, transparency mode so you can hear your surroundings and a customizable fit for all-day comfort. just like airpods, airpods pro connect like magic to your iphone or apple watch. and they're ready to use straight out of the case.",2,1,298.00,5,1,usd,3,1
